"","Specimen_Number","Collection","Lot_Number","Collector","Ecoregion","County","Coastal_Proximity","Location","Site","SoCal_Group","Island_Size","Latitude","Longitude","Epoch","Formation","Decade","Year","Season","Month","Mean_SST","Mean_SST_Sdev","Length_mm","Width_mm","Geometric_Mean","Globosity_WoverL","Aperture_mm","Thickness_mm","Habitat","Depth","BRY","BAR","LMP","TWS","COR","ALG","SCR","BOR_TAP","BOR_STR","BOR_INC","mean_pvolc3","sd_pvolc3","zooplankton_n_points_used","zooplankton_mean_distance","fish_total_catch_wt_kg","fish_cpue_kg_per_ha_der","sd_total_catch_wt_kg","sd_cpue_kg_per_ha_der","fish_n_points_used","fish_mean_distance","Population_Density","Population_Density_NoBaja","MPA","Image_url","Specimens_per_Lot"
"1593",2070,"MCZ","198523","Fitch","Southern California Bight","Los Angeles","Coastal","LA","Long Beach: South of ","Los Angeles",NA,33.68,-118.2,"Anthropocene",NA,1950,1953,"Winter",2,15.96459651,1.796097427,21.16,11.32,15.48,0.54,2.75,0.64,NA,NA,0,0,0,0,0,0,0,0,0,0,361.4195652,862.7487662,460,3.710002938,NA,NA,NA,NA,NA,NA,0,0,"no",NA,24
"1594",2071,"MCZ","198523","Fitch","Southern California Bight","Los Angeles","Coastal","LA","Long Beach: South of ","Los Angeles",NA,33.68,-118.2,"Anthropocene",NA,1950,1953,"Winter",2,15.96459651,1.796097427,24.81,13.44,18.26,0.54,3.05,0.3,NA,NA,0,0,0,0,0,0,0,0,0,0,361.4195652,862.7487662,460,3.710002938,NA,NA,NA,NA,NA,NA,0,0,"no",NA,24
"1595",2072,"MCZ","326454","Fackenthall","Northern California","Monterey","Coastal","MO","Monterey: Del Monte",NA,NA,36.6,-121.88,"Holocene",NA,1910,1911,NA,NA,13.40264082,1.68916158,23.73,12.15,16.98,0.51,2.17,0.91,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.79776001,2.79776001,"no",NA,8
"1596",2073,"MCZ","326454","Fackenthall","Northern California","Monterey","Coastal","MO","Monterey: Del Monte",NA,NA,36.6,-121.88,"Holocene",NA,1910,1911,NA,NA,13.40264082,1.68916158,19.88,10.64,14.54,0.54,2.47,0.93,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.79776001,2.79776001,"no",NA,8
"1597",2074,"MCZ","326454","Fackenthall","Northern California","Monterey","Coastal","MO","Monterey: Del Monte",NA,NA,36.6,-121.88,"Holocene",NA,1910,1911,NA,NA,13.40264082,1.68916158,24.07,13.56,18.07,0.56,2.76,0.53,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.79776001,2.79776001,"no",NA,8
"1598",2075,"MCZ","326454","Fackenthall","Northern California","Monterey","Coastal","MO","Monterey: Del Monte",NA,NA,36.6,-121.88,"Holocene",NA,1910,1911,NA,NA,13.40264082,1.68916158,23.29,13.43,17.69,0.58,2.76,0.8,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.79776001,2.79776001,"no",NA,8
"1599",2076,"MCZ","326454","Fackenthall","Northern California","Monterey","Coastal","MO","Monterey: Del Monte",NA,NA,36.6,-121.88,"Holocene",NA,1910,1911,NA,NA,13.40264082,1.68916158,25.65,13.92,18.9,0.54,2.87,0.89,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.79776001,2.79776001,"no",NA,8
"1600",2077,"MCZ","326454","Fackenthall","Northern California","Monterey","Coastal","MO","Monterey: Del Monte",NA,NA,36.6,-121.88,"Holocene",NA,1910,1911,NA,NA,13.40264082,1.68916158,26.76,14.77,19.88,0.55,3.05,1.02,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.79776001,2.79776001,"no",NA,8
"1601",2078,"MCZ","326454","Fackenthall","Northern California","Monterey","Coastal","MO","Monterey: Del Monte",NA,NA,36.6,-121.88,"Holocene",NA,1910,1911,NA,NA,13.40264082,1.68916158,26.85,14.53,19.75,0.54,3.07,0.83,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.79776001,2.79776001,"no",NA,8
"1602",2079,"MCZ","326454","Fackenthall","Northern California","Monterey","Coastal","MO","Monterey: Del Monte",NA,NA,36.6,-121.88,"Holocene",NA,1910,1911,NA,NA,13.40264082,1.68916158,30.16,17.73,23.12,0.59,3.92,0.71,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.79776001,2.79776001,"no",NA,8
"1603",2085,"MCZ","50430","Chace","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,33.71,-118.32,"Holocene",NA,1910,1917,"Fall",12,15.14379525,2.339840344,18.31,9.19,12.97,0.5,1.86,0.73,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059997801,0.059997801,"no",NA,5
"1604",2086,"MCZ","50430","Chace","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,33.71,-118.32,"Holocene",NA,1910,1917,"Fall",12,15.14379525,2.339840344,16.09,8.39,11.62,0.52,2.1,0.53,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059997801,0.059997801,"no",NA,5
"1605",2087,"MCZ","50430","Chace","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,33.71,-118.32,"Holocene",NA,1910,1917,"Fall",12,15.14379525,2.339840344,16.64,8.04,11.57,0.48,2.33,0.52,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059997801,0.059997801,"no",NA,5
"1606",2088,"MCZ","50430","Chace","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,33.71,-118.32,"Holocene",NA,1910,1917,"Fall",12,15.14379525,2.339840344,26.01,12.65,18.14,0.49,2.42,1.28,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059997801,0.059997801,"no",NA,5
"1607",2089,"MCZ","50430","Chace","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,33.71,-118.32,"Holocene",NA,1910,1917,"Fall",12,15.14379525,2.339840344,19.59,9.76,13.83,0.5,2.48,0.62,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059997801,0.059997801,"no",NA,5
"1608",2090,"MCZ","200895","Strong","Northern California","San Luis Obispo","Coastal","MB","Morro Bay",NA,NA,35.34,-120.83,"Holocene",NA,1920,1923,"Summer",7,14.14746602,1.507840445,42.07,23.64,31.54,0.56,4.47,1.62,NA,NA,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.84059,2.84059,"no",NA,4
"1609",2091,"MCZ","200895","Strong","Northern California","San Luis Obispo","Coastal","MB","Morro Bay",NA,NA,35.34,-120.83,"Holocene",NA,1920,1923,"Summer",7,14.14746602,1.507840445,41.24,23.2,30.93,0.56,4.58,1.25,NA,NA,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.84059,2.84059,"no",NA,4
"1610",2092,"MCZ","200895","Strong","Northern California","San Luis Obispo","Coastal","MB","Morro Bay",NA,NA,35.34,-120.83,"Holocene",NA,1920,1923,"Summer",7,14.14746602,1.507840445,42.78,23.65,31.81,0.55,4.61,0.91,NA,NA,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.84059,2.84059,"no",NA,4
"1611",2093,"MCZ","200895","Strong","Northern California","San Luis Obispo","Coastal","MB","Morro Bay",NA,NA,35.34,-120.83,"Holocene",NA,1920,1923,"Summer",7,14.14746602,1.507840445,41.6,22.91,30.87,0.55,4.81,1.15,NA,NA,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.84059,2.84059,"no",NA,4
"1612",2094,"MCZ","323207","Burch","Southern California Bight","Los Angeles","Off Shore","LA","Point Fermin: South of","Los Angeles",NA,33.67,-118.25,"Holocene",NA,1930,1936,"Fall",10,16.5317862,2.010315443,13.63,6.29,9.26,0.46,1.71,0.36,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.374464005,0.374464005,"no",NA,5
"1613",2095,"MCZ","323207","Burch","Southern California Bight","Los Angeles","Off Shore","LA","Point Fermin: South of","Los Angeles",NA,33.67,-118.25,"Holocene",NA,1930,1936,"Fall",10,16.5317862,2.010315443,13.15,6.45,9.21,0.49,1.84,0.4,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.374464005,0.374464005,"no",NA,5
"1614",2096,"MCZ","323207","Burch","Southern California Bight","Los Angeles","Off Shore","LA","Point Fermin: South of","Los Angeles",NA,33.67,-118.25,"Holocene",NA,1930,1936,"Fall",10,16.5317862,2.010315443,15.39,7.82,10.97,0.51,1.96,0.72,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.374464005,0.374464005,"no",NA,5
"1615",2097,"MCZ","323207","Burch","Southern California Bight","Los Angeles","Off Shore","LA","Point Fermin: South of","Los Angeles",NA,33.67,-118.25,"Holocene",NA,1930,1936,"Fall",10,16.5317862,2.010315443,16.25,7.73,11.21,0.48,1.97,0.55,NA,NA,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.374464005,0.374464005,"no",NA,5
"1616",2098,"MCZ","323207","Burch","Southern California Bight","Los Angeles","Off Shore","LA","Point Fermin: South of","Los Angeles",NA,33.67,-118.25,"Holocene",NA,1930,1936,"Fall",10,16.5317862,2.010315443,16.98,8.23,11.82,0.49,2.12,0.52,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.374464005,0.374464005,"no",NA,5
"1617",2099,"MCZ","323192","Burch","Southern California Bight","Orange","Coastal","SLA","Dana Point","Los Angeles",NA,33.46,-117.72,"Holocene",NA,1930,1936,"Fall",11,16.72717158,2.062172763,14.05,6.73,9.72,0.48,2,0.3,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.99730015,11.99730015,"no",NA,5
"1618",2100,"MCZ","323192","Burch","Southern California Bight","Orange","Coastal","SLA","Dana Point","Los Angeles",NA,33.46,-117.72,"Holocene",NA,1930,1936,"Fall",11,16.72717158,2.062172763,20.6,10.28,14.55,0.5,2.19,0.5,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.99730015,11.99730015,"no",NA,5
"1619",2101,"MCZ","323192","Burch","Southern California Bight","Orange","Coastal","SLA","Dana Point","Los Angeles",NA,33.46,-117.72,"Holocene",NA,1930,1936,"Fall",11,16.72717158,2.062172763,19.46,10.42,14.24,0.54,2.5,0.68,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.99730015,11.99730015,"no",NA,5
"1620",2102,"MCZ","323192","Burch","Southern California Bight","Orange","Coastal","SLA","Dana Point","Los Angeles",NA,33.46,-117.72,"Holocene",NA,1930,1936,"Fall",11,16.72717158,2.062172763,25.81,13.14,18.42,0.51,2.54,0.71,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.99730015,11.99730015,"no",NA,5
"1621",2103,"MCZ","323192","Burch","Southern California Bight","Orange","Coastal","SLA","Dana Point","Los Angeles",NA,33.46,-117.72,"Holocene",NA,1930,1936,"Fall",11,16.72717158,2.062172763,25.91,14.04,19.07,0.54,3.14,0.74,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.99730015,11.99730015,"no",NA,5
"1622",2104,"MCZ","326450","Burch","Southern California Bight","Los Angeles","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Holocene",NA,1930,1936,NA,NA,16.84427857,2.042227504,39.6,21,28.84,0.53,3.31,1.19,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.469110012,5.469110012,"no",NA,3
"1623",2105,"MCZ","326450","Burch","Southern California Bight","Los Angeles","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Holocene",NA,1930,1936,NA,NA,16.84427857,2.042227504,33.86,17.5,24.34,0.52,3.45,1.09,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.469110012,5.469110012,"no",NA,3
"1624",2106,"MCZ","326450","Burch","Southern California Bight","Los Angeles","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Holocene",NA,1930,1936,NA,NA,16.84427857,2.042227504,32.34,16.37,23.01,0.51,4.34,0.49,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.469110012,5.469110012,"no",NA,3
"1625",2107,"MCZ","323183","May","Southern California Bight","Ventura","Off Shore","NLA","Pierpont Bay","Los Angeles",NA,34.26,-119.29,"Holocene",NA,1930,1937,NA,NA,15.36760092,2.040218721,27.85,13.86,19.65,0.5,2.79,0.81,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.86450005,13.86450005,"no",NA,4
"1626",2108,"MCZ","323183","May","Southern California Bight","Ventura","Off Shore","NLA","Pierpont Bay","Los Angeles",NA,34.26,-119.29,"Holocene",NA,1930,1937,NA,NA,15.36760092,2.040218721,31.38,16.7,22.89,0.53,2.94,0.85,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.86450005,13.86450005,"no",NA,4
"1627",2109,"MCZ","323183","May","Southern California Bight","Ventura","Off Shore","NLA","Pierpont Bay","Los Angeles",NA,34.26,-119.29,"Holocene",NA,1930,1937,NA,NA,15.36760092,2.040218721,27.52,14.19,19.76,0.52,3.1,0.85,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.86450005,13.86450005,"no",NA,4
"1628",2110,"MCZ","323183","May","Southern California Bight","Ventura","Off Shore","NLA","Pierpont Bay","Los Angeles",NA,34.26,-119.29,"Holocene",NA,1930,1937,NA,NA,15.36760092,2.040218721,31.01,15.97,22.25,0.52,3.46,0.9,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.86450005,13.86450005,"no",NA,4
"1629",2111,"MCZ","105675","Burch","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Holocene",NA,1930,1937,"Spring",6,16.37389731,2.052477015,15.32,7.38,10.63,0.48,2.06,0.47,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.469110012,5.469110012,"no",NA,7
"1630",2112,"MCZ","105675","Burch","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Holocene",NA,1930,1937,"Spring",6,16.37389731,2.052477015,14.19,7.11,10.04,0.5,2.09,0.51,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.469110012,5.469110012,"no",NA,7
"1631",2113,"MCZ","105675","Burch","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Holocene",NA,1930,1937,"Spring",6,16.37389731,2.052477015,16.19,9.09,12.13,0.56,2.14,0.65,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.469110012,5.469110012,"no",NA,7
"1632",2114,"MCZ","105675","Burch","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Holocene",NA,1930,1937,"Spring",6,16.37389731,2.052477015,16.25,8.41,11.69,0.52,2.24,0.57,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.469110012,5.469110012,"no",NA,7
"1633",2115,"MCZ","105675","Burch","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Holocene",NA,1930,1937,"Spring",6,16.37389731,2.052477015,19.93,9.52,13.77,0.48,2.25,0.57,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.469110012,5.469110012,"no",NA,7
"1634",2116,"MCZ","105675","Burch","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Holocene",NA,1930,1937,"Spring",6,16.37389731,2.052477015,19.72,10.44,14.35,0.53,2.27,0.37,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.469110012,5.469110012,"no",NA,7
"1635",2117,"MCZ","105675","Burch","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Holocene",NA,1930,1937,"Spring",6,16.37389731,2.052477015,16.32,8.27,11.62,0.51,2.34,0.66,NA,NA,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.469110012,5.469110012,"no",NA,7
"1636",2118,"MCZ","105805","Burch","Southern California Bight","Baja California","Coastal","NBC","All Saints Bay",NA,NA,31.71,-116.64,"Holocene",NA,1930,1937,"Winter",2,16.62510562,2.02799402,23.57,12.56,17.21,0.53,2.52,0.54,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.517509937,NA,"no",NA,6
"1637",2119,"MCZ","105805","Burch","Southern California Bight","Baja California","Coastal","NBC","All Saints Bay",NA,NA,31.71,-116.64,"Holocene",NA,1930,1937,"Winter",2,16.62510562,2.02799402,25.01,11.15,16.7,0.45,2.56,0.7,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.517509937,NA,"no",NA,6
"1638",2120,"MCZ","105805","Burch","Southern California Bight","Baja California","Coastal","NBC","All Saints Bay",NA,NA,31.71,-116.64,"Holocene",NA,1930,1937,"Winter",2,16.62510562,2.02799402,20.22,10.29,14.42,0.51,2.6,0.77,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.517509937,NA,"no",NA,6
"1639",2121,"MCZ","105805","Burch","Southern California Bight","Baja California","Coastal","NBC","All Saints Bay",NA,NA,31.71,-116.64,"Holocene",NA,1930,1937,"Winter",2,16.62510562,2.02799402,24.16,11.96,17,0.5,2.83,1.01,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.517509937,NA,"no",NA,6
"1640",2122,"MCZ","105805","Burch","Southern California Bight","Baja California","Coastal","NBC","All Saints Bay",NA,NA,31.71,-116.64,"Holocene",NA,1930,1937,"Winter",2,16.62510562,2.02799402,27.06,13.47,19.09,0.5,2.96,0.8,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.517509937,NA,"no",NA,6
"1641",2123,"MCZ","105805","Burch","Southern California Bight","Baja California","Coastal","NBC","All Saints Bay",NA,NA,31.71,-116.64,"Holocene",NA,1930,1937,"Winter",2,16.62510562,2.02799402,21.98,10.77,15.39,0.49,3.05,0.5,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.517509937,NA,"no",NA,6
"1642",2124,"MCZ","323182","Burch","Northern California","San Luis Obispo","Coastal","MB","Morro Bay",NA,NA,35.34,-120.83,"Holocene",NA,1930,1938,"Winter",1,15.09150664,1.624193165,29.67,15.28,21.29,0.52,2.92,0.75,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.97867012,6.97867012,"no",NA,8
"1643",2125,"MCZ","323182","Burch","Northern California","San Luis Obispo","Coastal","MB","Morro Bay",NA,NA,35.34,-120.83,"Holocene",NA,1930,1938,"Winter",1,15.09150664,1.624193165,28.72,15.8,21.3,0.55,3.22,0.44,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.97867012,6.97867012,"no",NA,8
"1644",2126,"MCZ","323182","Burch","Northern California","San Luis Obispo","Coastal","MB","Morro Bay",NA,NA,35.34,-120.83,"Holocene",NA,1930,1938,"Winter",1,15.09150664,1.624193165,25.55,13.91,18.85,0.54,3.43,0.35,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.97867012,6.97867012,"no",NA,8
"1645",2127,"MCZ","323182","Burch","Northern California","San Luis Obispo","Coastal","MB","Morro Bay",NA,NA,35.34,-120.83,"Holocene",NA,1930,1938,"Winter",1,15.09150664,1.624193165,31.91,18.05,24,0.57,3.74,0.43,NA,NA,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.97867012,6.97867012,"no",NA,8
"1646",2128,"MCZ","323182","Burch","Northern California","San Luis Obispo","Coastal","MB","Morro Bay",NA,NA,35.34,-120.83,"Holocene",NA,1930,1938,"Winter",1,15.09150664,1.624193165,28.16,16.11,21.3,0.57,3.75,0.45,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.97867012,6.97867012,"no",NA,8
"1647",2129,"MCZ","323182","Burch","Northern California","San Luis Obispo","Coastal","MB","Morro Bay",NA,NA,35.34,-120.83,"Holocene",NA,1930,1938,"Winter",1,15.09150664,1.624193165,32.29,16.58,23.14,0.51,3.75,0.52,NA,NA,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.97867012,6.97867012,"no",NA,8
"1648",2130,"MCZ","323182","Burch","Northern California","San Luis Obispo","Coastal","MB","Morro Bay",NA,NA,35.34,-120.83,"Holocene",NA,1930,1938,"Winter",1,15.09150664,1.624193165,31.47,17.12,23.21,0.54,3.86,0.5,NA,NA,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.97867012,6.97867012,"no",NA,8
"1649",2131,"MCZ","323182","Burch","Northern California","San Luis Obispo","Coastal","MB","Morro Bay",NA,NA,35.34,-120.83,"Holocene",NA,1930,1938,"Winter",1,15.09150664,1.624193165,30.6,16.32,22.35,0.53,3.92,0.62,NA,NA,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.97867012,6.97867012,"no",NA,8
"1650",2132,"MCZ","323203","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1930,1938,"Spring",4,16.29280392,1.599306207,7.88,4.61,6.03,0.59,0.98,0.29,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.0579987,176.0579987,"no",NA,7
"1651",2133,"MCZ","323203","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1930,1938,"Spring",4,16.29280392,1.599306207,8.07,5.12,6.43,0.63,1.09,0.34,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.0579987,176.0579987,"no",NA,7
"1652",2134,"MCZ","323203","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1930,1938,"Spring",4,16.29280392,1.599306207,8.61,5.09,6.62,0.59,1.18,0.14,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.0579987,176.0579987,"no",NA,7
"1653",2135,"MCZ","323203","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1930,1938,"Spring",4,16.29280392,1.599306207,9.93,6.04,7.74,0.61,1.43,0.23,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.0579987,176.0579987,"no",NA,7
"1654",2136,"MCZ","323203","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1930,1938,"Spring",4,16.29280392,1.599306207,11.45,6.68,8.75,0.58,1.44,0.34,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.0579987,176.0579987,"no",NA,7
"1655",2137,"MCZ","323203","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1930,1938,"Spring",4,16.29280392,1.599306207,11.95,7.25,9.31,0.61,1.79,0.3,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.0579987,176.0579987,"no",NA,7
"1656",2138,"MCZ","323203","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1930,1938,"Spring",4,16.29280392,1.599306207,13.22,8.28,10.46,0.63,1.98,0.22,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.0579987,176.0579987,"no",NA,7
"1657",2139,"MCZ","105575","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1930,1939,"Spring",5,16.23073546,2.255355833,23.5,12.96,17.45,0.55,2.79,0.53,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.0579987,176.0579987,"no",NA,6
"1658",2140,"MCZ","105575","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1930,1939,"Spring",5,16.23073546,2.255355833,23.92,13.72,18.12,0.57,2.84,0.71,NA,NA,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.0579987,176.0579987,"no",NA,6
"1659",2141,"MCZ","105575","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1930,1939,"Spring",5,16.23073546,2.255355833,24.99,13.86,18.61,0.56,2.92,0.81,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.0579987,176.0579987,"no",NA,6
